speech_id,year,speaker_id,raw_text,clean_text,decade,congress,party,chamber,state,clean_word_count
970000025,1981,,Is there objection to the present consideration of the resolution?,is there objection to the present consideration of the resolution,1980s,97,,S,Unknown,10
970000026,1981,97107391,Mr. President. I send a resolution to the desk and ask for its immediate consideration.,mr president i send a resolution to the desk and ask for its immediate consideration,1980s,97,R,S,Unknown,15
970000027,1981,,Is there objection to the present consideration of the resolution?,is there objection to the present consideration of the resolution,1980s,97,,S,Unknown,10
970000028,1981,97104811,Mr. President. I observe the presence of the incoming chairman of the Committee on Rules and Administration in the Chamber and I inquire if he has a resolution to offer in respect to the counting of the electoral vote.,mr president i observe the presence of the incoming chairman of the committee on rules and administration in the chamber and i inquire if he has a resolution to offer in respect to the counting of the electoral vote,1980s,97,R,S,Unknown,39
970000029,1981,97106241,Mr. President. I have a concurrent resolution which I send to the desk. and I ask for its immediate consideration.,mr president i have a concurrent resolution which i send to the desk and i ask for its immediate consideration,1980s,97,R,S,Unknown,20
970000030,1981,,Is there objection to the present consideration of the concurrent resolution?,is there objection to the present consideration of the concurrent resolution,1980s,97,,S,Unknown,11
970000031,1981,,In accordance with the provisions of Senate Concurrent Resolution 1. the Chair appoints the Senator from Maryland and the Senator from Kentucky tellers on the part of the Senate to count the electoral votes for President and Vice President of the United States on January 6. 1981.,in accordance with the provisions of senate concurrent resolution 1 the chair appoints the senator from maryland and the senator from kentucky tellers on the part of the senate to count the electoral votes for president and vice president of the united states on january 6 1981,1980s,97,,S,Unknown,44
970000033,1981,97104811,Mr. President. I send to the desk a resolution in respect to the election of the President pro tempore of the Senate and ask for its immediate coisideration.,mr president i send to the desk a resolution in respect to the election of the president pro tempore of the senate and ask for its immediate coisideration,1980s,97,R,S,Unknown,28
970000034,1981,,The resolution will be stated by title.,the resolution will be stated by title,1980s,97,,S,Unknown,7
970000035,1981,97114621,Mr. President. I send an amendment to the desk and ask that it be stated.,mr president i send an amendment to the desk and ask that it be stated,1980s,97,D,S,Unknown,15
970000036,1981,,The amendment will be stated.,the amendment will be stated,1980s,97,,S,Unknown,5
970000039,1981,,The question is on agreeing to the amendment of the Senator from West Virginia. (Putting the question.),the question is on agreeing to the amendment of the senator from west virginia putting the question,1980s,97,,S,Unknown,17
970000041,1981,,The Senator from Tennessee.,the senator from tennessee,1980s,97,,S,Unknown,4
970000042,1981,97104811,Mr. President. is it the intention of the Chair to administer the oath to the new President pro tempore?,mr president is it the intention of the chair to administer the oath to the new president pro tempore,1980s,97,R,S,Unknown,19
970000043,1981,,I will. I understood the order of business would be to act on the Secretary of the Seniate first.,i will i understood the order of business would be to act on the secretary of the seniate first,1980s,97,,S,Unknown,19
970000044,1981,97107391,Mr. President. I send a resolution to the desk and ask for its immediate consideration.,mr president i send a resolution to the desk and ask for its immediate consideration,1980s,97,R,S,Unknown,15
970000045,1981,,The clerk will report.,the clerk will report,1980s,97,,S,Unknown,4
970000046,1981,,Is there objection to the immediate consideration of the resolution?,is there objection to the immediate consideration of the resolution,1980s,97,,S,Unknown,10
970000047,1981,97104811,Mr. President. I send to the desk a resolution in respect to the election of the Secretary of the Senate and ask for its immediate consideration.,mr president i send to the desk a resolution in respect to the election of the secretary of the senate and ask for its immediate consideration,1980s,97,R,S,Unknown,26
970000048,1981,,The clerk will report.,the clerk will report,1980s,97,,S,Unknown,4
970000049,1981,,Is there objection to the immediate consideration of the resolution?,is there objection to the immediate consideration of the resolution,1980s,97,,S,Unknown,10
970000050,1981,97104811,Mr. President. I send to the desk a resolution in respect to the election of a Sergeant at Arms of the Senate of the United States and ask for its immediate consideration.,mr president i send to the desk a resolution in respect to the election of a sergeant at arms of the senate of the united states and ask for its immediate consideration,1980s,97,R,S,Unknown,32
970000051,1981,,The clerk will report.,the clerk will report,1980s,97,,S,Unknown,4
970000052,1981,,Is there objection tothe immediate consideration of the resolution? .,is there objection tothe immediate consideration of the resolution,1980s,97,,S,Unknown,9
970000053,1981,97104811,Mr. President. I send to the desk a resolution in respect to the election of the Secretary to the Majority of the Senate and ask for iAs immediate consideration.,mr president i send to the desk a resolution in respect to the election of the secretary to the majority of the senate and ask for ias immediate consideration,1980s,97,R,S,Unknown,29
970000054,1981,,The clerk will report.,the clerk will report,1980s,97,,S,Unknown,4
970000055,1981,,To there objection to the immediate consideration of the resolution?,to there objection to the immediate consideration of the resolution,1980s,97,,S,Unknown,10
970000056,1981,97104811,Mr. President. I send to the desk a resolution in respect to notifying the President of the United States with respect to the election of the Secretary of the Senate and ask for its iomnediate consideration.,mr president i send to the desk a resolution in respect to notifying the president of the united states with respect to the election of the secretary of the senate and ask for its iomnediate consideration,1980s,97,R,S,Unknown,36
970000057,1981,,The clerk will report.,the clerk will report,1980s,97,,S,Unknown,4
970000059,1981,,Is the objection to the preent consideratiun of the resolution?,is the objection to the preent consideratiun of the resolution,1980s,97,,S,Unknown,10
970000062,1981,97114621,Mr. President. I send a resolution to the desk and ask for its immediate consideration.,mr president i send a resolution to the desk and ask for its immediate consideration,1980s,97,D,S,Unknown,15
970000063,1981,,The clerk will report.,the clerk will report,1980s,97,,S,Unknown,4
970000064,1981,,Without objection. the resolution is agreed to.,the resolution is agreed to,1980s,97,,S,Unknown,5
970000065,1981,,The Senator from California.,the senator from california,1980s,97,,S,Unknown,4
970000066,1981,97107681,Mr. President. I send a resolution to the desk and ask for its immediate consideration.,mr president i send a resolution to the desk and ask for its immediate consideration,1980s,97,D,S,Unknown,15
970000067,1981,,The clerk will report.,the clerk will report,1980s,97,,S,Unknown,4
970000068,1981,,Without objection. the resolution is agreed to.,the resolution is agreed to,1980s,97,,S,Unknown,5
970000069,1981,,The Senator from Tennessee.,the senator from tennessee,1980s,97,,S,Unknown,4
970000070,1981,97104811,Mr. Pr:sident. I send to the desk a resolution. (in behalf of myself and Mr. ROBERT C. BYRD. in respect to the rules of the Senate dealing with the membership of committees and ask for its immediate consideration.,mr pr sident i send to the desk a resolution in behalf of myself and mr robert c byrd in respect to the rules of the senate dealing with the membership of committees and ask for its immediate consideration,1980s,97,R,S,Unknown,39
970000071,1981,,The clerk will report.,the clerk will report,1980s,97,,S,Unknown,4
970000073,1981,97104811,Mr. President. I send a resolution to the desk in respect to the size of committees and the allocation of members. and ask for its immediate consideration.,mr president i send a resolution to the desk in respect to the size of committees and the allocation of members and ask for its immediate consideration,1980s,97,R,S,Unknown,27
970000074,1981,,The clerk will report.,the clerk will report,1980s,97,,S,Unknown,4
970000075,1981,,Without objection. the resolution is agreed to. The resolution (S. Res. 13) is as fdllows:,the resolution is agreed to the resolution s res 13 is as fdllows,1980s,97,,S,Unknown,12
970000076,1981,97104811,Mr. President. I send to the desk a resolution making majority party appointments to the committees of the Senate and ask for its immediate consideration.,mr president i send to the desk a resolution making majority party appointments to the committees of the senate and ask for its immediate consideration,1980s,97,R,S,Unknown,25
970000077,1981,,The clerk will report.,the clerk will report,1980s,97,,S,Unknown,4
970000079,1981,97114621,Mr. President. I send to the desk a resolution making minority party appointments to the Senate committees. and I ask unanimous consent that the Senate proceed to its immediate consideration.,mr president i send to the desk a resolution making minority party appointments to the senate committees and i ask unanimous consent that the senate proceed to its immediate consideration,1980s,97,D,S,Unknown,30
970000080,1981,,Without objection. the clerk will report.,the clerk will report,1980s,97,,S,Unknown,4
970000081,1981,,Without objection. the resolution is agreed to. The resolution (S. Res. 15) is as follows:,the resolution is agreed to the resolution s res 15 is as follows,1980s,97,,S,Unknown,12
970000082,1981,97114621,Mr. President. I send a bill to the desk and I ask that it be read the first and second time and the Senate proceed to its immediate consideration. S810 L.urI,mr president i send a bill to the desk and i ask that it be read the first and second time and the senate proceed to its immediate consideration s810 l uri,1980s,97,D,S,Unknown,31
970000083,1981,,Is there objection?,is there objection,1980s,97,,S,Unknown,3
970000085,1981,,The bill will be read the first time.,the bill will be read the first time,1980s,97,,S,Unknown,8
970000086,1981,97114621,Mr. President. I ask unanimous consent that further. reading of the bill be dispensed with.,mr president i ask unanimous consent that further reading of the bill be dispensed with,1980s,97,D,S,Unknown,15
970000087,1981,,Without objection. it is so ordered.,it is so ordered,1980s,97,,S,Unknown,4
970000088,1981,97114621,Mr. President. I send to the desk a resolution to amend the standing rules. and I ask unanimous consent that the Senate proceed to its Immediate consideration.,mr president i send to the desk a resolution to amend the standing rules and i ask unanimous consent that the senate proceed to its immediate consideration,1980s,97,D,S,Unknown,27
970000089,1981,,Is thiere objection?,is thiere objection,1980s,97,,S,Unknown,3
970000090,1981,97104811,Mr. President. I object.,mr president i object,1980s,97,R,S,Unknown,4
970000091,1981,,"objection Is heard. The resolution will lie over under the rule. The text of the resolution (S. Res. 16) Is as follows: Resolved. That Rule XV of the Standing Rules of the Senate Is amended(1) by inserting after ""hiotionsl- in the caption a semicolon and the following:",objection is heard the resolution will lie over under the rule the text of the resolution s res 16 is as follows resolved that rule xv of the standing rules of the senate is amended 1 by inserting after hiotionsl- in the caption a semicolon and the following,1980s,97,,S,Unknown,46
970000092,1981,97109141,Mr. President. I send t resolution to the desk and ask for its inmediate consideration.,mr president i send t resolution to the desk and ask for its inmediate consideration,1980s,97,R,S,Unknown,15
970000093,1981,,The clerk will report.,the clerk will report,1980s,97,,S,Unknown,4
970000095,1981,,Pursuant to the concurrent resolution. the following Senators are members of the Joint Committee on the Inaugural: The Senator from Oregon . the Senator from Tennessee . the Senator from West Virginia,pursuant to the concurrent resolution the following senators are members of the joint committee on the inaugural the senator from oregon the senator from tennessee the senator from west virginia,1980s,97,,S,Unknown,30
970000096,1981,,The Senator from Tennessee.,the senator from tennessee,1980s,97,,S,Unknown,4
970000097,1981,97104811,Mr. President. I have a series of unanimousconsent requests that I will make in respect to the Senate on today and tomorrow and. in some cases. for the remainder of this session.,mr president i have a series of unanimousconsent requests that i will make in respect to the senate on today and tomorrow and in some cases for the remainder of this session,1980s,97,R,S,Unknown,32
970000098,1981,97104811,Mr. President. I ask unanimous consent that for the duration of the 97th Congress. the Ethics Committee be authorized to meet at any time during the session of the Senate.,mr president i ask unanimous consent that for the duration of the 97th congress the ethics committee be authorized to meet at any time during the session of the senate,1980s,97,R,S,Unknown,29
970000099,1981,97106221,Mr. President. reserving the right to object. what committee is that?,mr president reserving the right to object what committee is that,1980s,97,D,S,Unknown,11
970000100,1981,97104811,The Ethics Committee.,the ethics committee,1980s,97,R,S,Unknown,3
970000101,1981,,Is there objection? Without objection. it Is so ordered.,is there objection it is so ordered,1980s,97,,S,Unknown,7
970000102,1981,97104811,Mr. President. I ask unanimous consent that for the duration of the 97th Congress it be in order to refer treaties and nominations on the day when they are received from the President. even when the Senate has no executive session that day.,mr president i ask unanimous consent that for the duration of the 97th congress it be in order to refer treaties and nominations on the day when they are received from the president even when the senate has no executive session that day,1980s,97,R,S,Unknown,42
970000103,1981,,Is there objection? Without objection. it is so ordered.,is there objection it is so ordered,1980s,97,,S,Unknown,7
970000104,1981,97104811,Mr. President. I ask unanimous consent that during the 97th Congress Senators may be allowed to bring to the desk bills. joint resolutions. and simple resolutions for referral to appropriate committees.,mr president i ask unanimous consent that during the 97th congress senators may be allowed to bring to the desk bills joint resolutions and simple resolutions for referral to appropriate committees,1980s,97,R,S,Unknown,30
970000105,1981,,Is there objection?,is there objection,1980s,97,,S,Unknown,3
970000106,1981,97114621,Mr. President. does the distinguished majority leader intend to include in that request concurrent resolutions?,mr president does the distinguished majority leader intend to include in that request concurrent resolutions,1980s,97,D,S,Unknown,15
970000107,1981,97104811,Mr. President. I would include concurrent resolutions. The request literally stated was for bills. joint resolutions. and simple resolutions. but it should have included concurrent resolutions. I amend the unanimousconsent request to that effect and I thank the minority leader for his attention.,mr president i would include concurrent resolutions the request literally stated was for bills joint resolutions and simple resolutions but it should have included concurrent resolutions i amend the unanimousconsent request to that effect and i thank the minority leader for his attention,1980s,97,R,S,Unknown,43
970000108,1981,,The unanimousconsent request. as modified. is agreed to.,the unanimousconsent request as modified is agreed to,1980s,97,,S,Unknown,8
970000110,1981,,Without objection. it is so ordered.,it is so ordered,1980s,97,,S,Unknown,4
970000111,1981,97104811,Mr. President. I ask unanimous consent that during the 97th Congress it be in order for the pruner members of the staff to receive rejiorts at the desk when presented by a Senator at any time during the day of the session of the Senate.,mr president i ask unanimous consent that during the 97th congress it be in order for the pruner members of the staff to receive rejiorts at the desk when presented by a senator at any time during the day of the session of the senate,1980s,97,R,S,Unknown,44
970000112,1981,,Without objection. it is so ordered.,it is so ordered,1980s,97,,S,Unknown,4
970000113,1981,97104811,Mr. President. I ask vnanimous consent that the majority-,mr president i ask vnanimous consent that the majority-,1980s,97,R,S,Unknown,9
970000114,1981,97114621,Will the distinguished majority leader repeat that last request?,will the distinguished majority leader repeat that last request,1980s,97,D,S,Unknown,9
970000115,1981,97104811,Yes. Mr. President. I am happy to. I ask unanimous consent that during the 97th Congress it be in order for the proper members of the staff to receive reports at the desk presented by a Senator anytime during the day of the session of the Senate.,yes mr president i am happy to i ask unanimous consent that during the 97th congress it be in order for the proper members of the staff to receive reports at the desk presented by a senator anytime during the day of the session of the senate,1980s,97,R,S,Unknown,46
970000116,1981,97114621,This would mean that reports would be eligible for receipt at the desk on calendar days when the Senate has recessed and not necessarily just during morning business on a new legislative day. Is that correct?,this would mean that reports would be eligible for receipt at the desk on calendar days when the senate has recessed and not necessarily just during morning business on a new legislative day is that correct,1980s,97,D,S,Unknown,36
970000118,1981,97114621,What is being done in one rerpect here is a waiving of Senate rule VIII with respect to receiving of committee reports during the period of morning business. Am I correct?,what is being done in one rerpect here is a waiving of senate rule viii with respect to receiving of committee reports during the period of morning business am i correct,1980s,97,D,S,Unknown,31
970000119,1981,,This is a standard request and has been done in the past when morning business occurred.,this is a standard request and has been done in the past when morning business occurred,1980s,97,,S,Unknown,16
970000120,1981,97114621,Mr. President. I have no objection. I simply wanted to understand the request.,mr president i have no objection i simply wanted to understand the request,1980s,97,D,S,Unknown,13
970000121,1981,97110091,Will the Senator yield?,will the senator yield,1980s,97,D,S,Unknown,4
970000122,1981,97110091,Do I understand this to mean that a committee report may be filed by a Senator or a staff member.,do i understand this to mean that a committee report may be filed by a senator or a staff member,1980s,97,D,S,Unknown,20
970000123,1981,97104811,If I may respond. it does not. It means only a Senator could file the report but it may be received at the desk by a member of the staff of this body.,if i may respond it does not it means only a senator could file the report but it may be received at the desk by a member of the staff of this body,1980s,97,R,S,Unknown,33
970000124,1981,,Without objection. it is so ordered.,it is so ordered,1980s,97,,S,Unknown,4
970000125,1981,97104811,Mr. President. I ask unanimous consent that the majority and minority leaders may daily. as during the past Congress. have up to 10 minutes each on e.ch calendar day following the prayer and the disposition of the reading of. or the approval of. the Journal.,mr president i ask unanimous consent that the majority and minority leaders may daily as during the past congress have up to 10 minutes each on e ch calendar day following the prayer and the disposition of the reading of or the approval of the journal,1980s,97,R,S,Unknown,45
970000126,1981,97106221,Mr. President. I object.,mr president i object,1980s,97,D,S,Unknown,4
970000127,1981,,ObJection is heard.,objection is heard,1980s,97,,S,Unknown,3
970000130,1981,97114621,Will the Senator yield?,will the senator yield,1980s,97,D,S,Unknown,4
970000131,1981,97104811,I yield to the minority leader.,to the minority leader,1980s,97,R,S,Unknown,4
970000133,1981,97106221,Has this request been made in a previous Congress?,has this request been made in a previous congress,1980s,97,D,S,Unknown,9
970000134,1981,97114621,Yes. In the past two Congresses. It has been made by me. as a matter of fact.,yes in the past two congresses it has been made by me as a matter of fact,1980s,97,D,S,Unknown,17
970000135,1981,97106221,Then I will not object.,then i will not object,1980s,97,D,S,Unknown,5
970000136,1981,97108071,Will the Senator yield for a question?,will the senator yield for a question,1980s,97,D,S,Unknown,7
970000137,1981,97104811,I am happy to yield to the Senator from Texas.,i am happy to yield to the senator from texas,1980s,97,R,S,Unknown,10
970000138,1981,97108071,It is somewhat difficult to follow all of the changes being proposed. I ask only for information. Is this something that has been prepared in consultation with the minority leader?,it is somewhat difficult to follow all of the changes being proposed i ask only for information is this something that has been prepared in consultation with the minority leader,1980s,97,D,S,Unknown,30
970000140,1981,97106221,Can the Senator assure us that these other requests he has here do not change anything. that it will be exactly the same as it was last year?,can the senator assure us that these other requests he has here do not change anything that it will be exactly the same as it was last year,1980s,97,D,S,Unknown,28
970000141,1981,97104811,I believe. Mr. President. if the Senator will yield to me. they are identical in every respect.,i believe mr president if the senator will yield to me they are identical in every respect,1980s,97,R,S,Unknown,17
970000143,1981,97104811,We are not doing anything different. I believe that every one of these requests is now imbedded in the procedure and practice of the Senate to such an extent that it is recognized as a routine and regular housekeeping request necessary to conduct the business of the Senate.,we are not doing anything different i believe that every one of these requests is now imbedded in the procedure and practice of the senate to such an extent that it is recognized as a routine and regular housekeeping request necessary to conduct the business of the senate,1980s,97,R,S,Unknown,48
970000144,1981,97114621,Will the Senator yield?,will the senator yield,1980s,97,D,S,Unknown,4
970000145,1981,97104811,I yield.,,1980s,97,R,S,Unknown,0
970000147,1981,97104811,If there is. Mr. President. I will be the most surprised Senator on the floor.,if there is mr president i will be the most surprised senator on the floor,1980s,97,R,S,Unknown,15
970000148,1981,97106221,Had the Senator given that assurance to begin with. I would not have objected.,had the senator given that assurance to begin with i would not have objected,1980s,97,D,S,Unknown,14
970000149,1981,,Without objection. it is so ordered.,it is so ordered,1980s,97,,S,Unknown,4
970000150,1981,97104811,Mr. President. I ask unanimous consent that the Parliamentarian of the House of Representatives and his three assistants be given the privilege of the floor during the 97th Congress.,mr president i ask unanimous consent that the parliamentarian of the house of representatives and his three assistants be given the privilege of the floor during the 97th congress,1980s,97,R,S,Unknown,28
970000151,1981,97114621,Reserving the right to object. Mr. PresidentMr. President. I have no objection.,reserving the right to object mr presidentmr president i have no objection,1980s,97,D,S,Unknown,12
970000152,1981,,Without objection. it is so ordered.,it is so ordered,1980s,97,,S,Unknown,4
970000153,1981,97104811,Now. Mr. President. can we have order in the Senate?,now mr president can we have order in the senate,1980s,97,R,S,Unknown,10
970000154,1981,,The Senator from Tennessee.,the senator from tennessee,1980s,97,,S,Unknown,4
970000156,1981,,Without objection. it is so ordered.,it is so ordered,1980s,97,,S,Unknown,4
970000158,1981,,Without objection. it is so ordered.,it is so ordered,1980s,97,,S,Unknown,4
970000160,1981,,pro temore. Without objection. it is so ordered.,pro temore it is so ordered,1980s,97,,S,Unknown,6
970000162,1981,,Without objection. it is so ordered.,it is so ordered,1980s,97,,S,Unknown,4
970000163,1981,97104811,Mr. President. I ask unanimous consent that. until 5 p.m. today. morning businessthe introduction of bills and Joint resolutions and the submission of simple and concurrent resolutions and statements by Senatorsmay be transacted by being preserted at the desk.,mr president i ask unanimous consent that until 5 p m today morning businessthe introduction of bills and joint resolutions and the submission of simple and concurrent resolutions and statements by senatorsmay be transacted by being preserted at the desk,1980s,97,R,S,Unknown,39
970000164,1981,,Without objection. it is so ordered.,it is so ordered,1980s,97,,S,Unknown,4
970000165,1981,97114621,Mr. President. I thank the distinguished majority,mr president i thank the distinguished majority,1980s,97,D,S,Unknown,7
970000167,1981,,With- As in executive session. the Presiding out objection. it is so ordered. Officer laid before the Senate messages,with- as in executive session the presiding out objection it is so ordered officer laid before the senate messages,1980s,97,,S,Unknown,19
970000168,1981,97114621,Mr. President. from the President of the United States will the majority leader yield? submitting sundry nominations. which,mr president from the president of the united states will the majority leader yield submitting sundry nominations which,1980s,97,D,S,Unknown,18
970000169,1981,97104811,Yes. I yield. were referred to the appropriate commit-,yes were referred to the appropriate commit-,1980s,97,R,S,Unknown,7
970000170,1981,97114621,Will the tees. majority leader state to the Senate what (The nominations received today are his plans are for tomorrow following the printed at the end of the Senate proceedcounting of the electoral votes and be- ings.) yond. for the remainder of the week. if he can?,will the tees majority leader state to the senate what the nominations received today are his plans are for tomorrow following the printed at the end of the senate proceedcounting of the electoral votes and be- ings yond for the remainder of the week if he can,1980s,97,D,S,Unknown,47
970000173,1981,97104811,Mr. President. will the * -t the Honorable Thomae P. ONeill. Jr. has minority leader- beeu elected Speaker. and that Edmund L.,mr president will the -t the honorable thomae p oneill jr has minority leader- beeu elected speaker and that edmund l,1980s,97,R,S,Unknown,21
970000174,1981,97114621,Following the Henshaw. Jr.. of Virginia. has been elected counting of electoral ballots.te House for the 97th Congress and couningof eectral alltsH. Res. 4. Resolution informing the Senate,following the henshaw jr of virginia has been elected counting of electoral ballots te house for the 97th congress and couningof eectral alltsh res 4 resolution informing the senate,1980s,97,D,S,Unknown,27
970000176,1981,97114621,So he does not the Senate the following executivecomanticipate a tie vote in that instance? munication. which. together with accom-,so he does not the senate the following executivecomanticipate a tie vote in that instance munication which together with accom-,1980s,97,D,S,Unknown,20
970000178,1981,97108071,Mr. BoScHrWIs. Mr.,mr boschrwis mr,1980s,97,D,S,Unknown,3
970000179,1981,97110161,Mr. DuaENDEaGER. Mr.,mr duaendeager mr,1980s,97,R,S,Unknown,3
970000188,1981,97110161,Mr. President. I send to the desk a bill to clarify the standards for determining whether an individual is an independent contractor or an employee.,mr president i send to the desk a bill to clarify the standards for determining whether an individual is an independent contractor or an employee,1980s,97,R,S,Unknown,25
970000226,1981,97108511,Mr. President. I rise today to once again draw attention of my colleagues for the need to abandon the,mr president i rise today to once again draw attention of my colleagues for the need to abandon the,1980s,97,D,S,Unknown,19
970000235,1981,97108511,Mr. President. I rise to pay tribute to Adlal E. Stevenson who ends his Senate service with the 96th Congress. The Illustrious son of an Illustrious father. Adlal Stevenson has continued,mr president i rise to pay tribute to adlal e stevenson who ends his senate service with the 96th congress the illustrious son of an illustrious father adlal stevenson has continued,1980s,97,D,S,Unknown,30
970000247,1981,,The Senator from Tennessee.,the senator from tennessee,1980s,97,,S,Unknown,4
970000249,1981,,The clerk call the roll.,the clerk call the roll,1980s,97,,S,Unknown,5
970000250,1981,97104811,Mr. President. I ask unanimous consent that the order for the quorum call be rescinded.,mr president i ask unanimous consent that the order for the quorum call be rescinded,1980s,97,R,S,Unknown,15
970000251,1981,97104811,Mr. President. if there Is no further business to come before the Senate today. I move. In accordance with the order previously entered. that the Senate stand in recess until 12 oclock noon tomorrow.,mr president if there is no further business to come before the senate today i move in accordance with the order previously entered that the senate stand in recess until 12 oclock noon tomorrow,1980s,97,R,S,Unknown,33
970000253,1981,,AT ARMS. The quorum call discloses that 417 Representativeselect have answered to their names. A quorum is present.,at arms the quorum call discloses that 417 representativeselect have answered to their names a quorum is present,1980s,97,,S,Unknown,17
970000258,1981,97107450,I ask the distinguished dean of the House of Representatives. the gentleman from Mississippi to administer the oath of office.,i ask the distinguished dean of the house of representatives the gentleman from mississippi to administer the oath of office,1980s,97,D,S,Unknown,20
970000259,1981,97110890,then administered the oath of office to Mr. ONEILL. Of Massachusetts.,then administered the oath of office to mr oneill of massachusetts,1980s,97,D,S,Unknown,11
970000261,1981,,The gentlemen and gentlewomen are now Members of Congress. The Chair recognizes the gentleman from Louisiana .,the gentlemen and gentlewomen are now members of congress the gentleman from louisiana,1980s,97,,H,Unknown,13
970000262,1981,97107370,Mr. Speaker. as chairman of the Democratic Caucus. I have been directed to report to the House that the Democratic Members have selected as majority leader the gentleman from Texas. the Honorable JIM WRIGHT.,as chairman of the democratic caucus i have been directed to report to the house that the democratic members have selected as majority leader the gentleman from texas the honorable jim wright,1980s,97,D,H,Loulsiana,32
970000263,1981,,The Chair now recognizes the gentleman from New York,the chair now recognizes the gentleman from new york,1980s,97,,H,Unknown,9
970000264,1981,97107830,Mr. Speaker. as chairman of the Republican Conference. I am directed by that conference to officially notify the House that the gentleman from Illinois. the Honorable ROBERT H. MICHEL. has been selected by the Republican Members of the House as the minority leader of the House.,as chairman of the republican conference i am directed by that conference to officially notify the house that the gentleman from illinois the honorable robert h michel has been selected by the republican members of the house as the minority leader of the house,1980s,97,R,H,Unknown,44
970000265,1981,97108650,Mr. Speaker. I have the honor to advise the Members of the House that the very distinguished legislator. a great American. the gentleman from Washington II 5 has been chosen to serve as the Democratic whip of the House.,i have the honor to advise the members of the house that the very distinguished legislator a great american the gentleman from washington ii 5 has been chosen to serve as the democratic whip of the house,1980s,97,D,H,Unknown,36
