speech_id,year,speaker_id,raw_text,clean_text,decade,congress,party,chamber,state,clean_word_count
970000025,1981,,Is there objection to the present consideration of the resolution?,is there objection to the present consideration of the resolution,1980s,97,,S,Unknown,10
970000026,1981,97107391,Mr. President. I send a resolution to the desk and ask for its immediate consideration.,mr president i send a resolution to the desk and ask for its immediate consideration,1980s,97,R,S,Unknown,15
970000027,1981,,Is there objection to the present consideration of the resolution?,is there objection to the present consideration of the resolution,1980s,97,,S,Unknown,10
970000028,1981,97104811,Mr. President. I observe the presence of the incoming chairman of the Committee on Rules and Administration in the Chamber and I inquire if he has a resolution to offer in respect to the counting of the electoral vote.,mr president i observe the presence of the incoming chairman of the committee on rules and administration in the chamber and i inquire if he has a resolution to offer in respect to the counting of the electoral vote,1980s,97,R,S,Unknown,39
970000029,1981,97106241,Mr. President. I have a concurrent resolution which I send to the desk. and I ask for its immediate consideration.,mr president i have a concurrent resolution which i send to the desk and i ask for its immediate consideration,1980s,97,R,S,Unknown,20
970000030,1981,,Is there objection to the present consideration of the concurrent resolution?,is there objection to the present consideration of the concurrent resolution,1980s,97,,S,Unknown,11
970000031,1981,,In accordance with the provisions of Senate Concurrent Resolution 1. the Chair appoints the Senator from Maryland and the Senator from Kentucky tellers on the part of the Senate to count the electoral votes for President and Vice President of the United States on January 6. 1981.,in accordance with the provisions of senate concurrent resolution 1 the chair appoints the senator from maryland and the senator from kentucky tellers on the part of the senate to count the electoral votes for president and vice president of the united states on january 6 1981,1980s,97,,S,Unknown,44
970000033,1981,97104811,Mr. President. I send to the desk a resolution in respect to the election of the President pro tempore of the Senate and ask for its immediate coisideration.,mr president i send to the desk a resolution in respect to the election of the president pro tempore of the senate and ask for its immediate coisideration,1980s,97,R,S,Unknown,28
970000034,1981,,The resolution will be stated by title.,the resolution will be stated by title,1980s,97,,S,Unknown,7
970000035,1981,97114621,Mr. President. I send an amendment to the desk and ask that it be stated.,mr president i send an amendment to the desk and ask that it be stated,1980s,97,D,S,Unknown,15
970000036,1981,,The amendment will be stated.,the amendment will be stated,1980s,97,,S,Unknown,5
970000039,1981,,The question is on agreeing to the amendment of the Senator from West Virginia. (Putting the question.),the question is on agreeing to the amendment of the senator from west virginia putting the question,1980s,97,,S,Unknown,17
970000041,1981,,The Senator from Tennessee.,the senator from tennessee,1980s,97,,S,Unknown,4
970000042,1981,97104811,Mr. President. is it the intention of the Chair to administer the oath to the new President pro tempore?,mr president is it the intention of the chair to administer the oath to the new president pro tempore,1980s,97,R,S,Unknown,19
970000043,1981,,I will. I understood the order of business would be to act on the Secretary of the Seniate first.,i will i understood the order of business would be to act on the secretary of the seniate first,1980s,97,,S,Unknown,19
970000044,1981,97107391,Mr. President. I send a resolution to the desk and ask for its immediate consideration.,mr president i send a resolution to the desk and ask for its immediate consideration,1980s,97,R,S,Unknown,15
970000045,1981,,The clerk will report.,the clerk will report,1980s,97,,S,Unknown,4
970000046,1981,,Is there objection to the immediate consideration of the resolution?,is there objection to the immediate consideration of the resolution,1980s,97,,S,Unknown,10
970000047,1981,97104811,Mr. President. I send to the desk a resolution in respect to the election of the Secretary of the Senate and ask for its immediate consideration.,mr president i send to the desk a resolution in respect to the election of the secretary of the senate and ask for its immediate consideration,1980s,97,R,S,Unknown,26
970000048,1981,,The clerk will report.,the clerk will report,1980s,97,,S,Unknown,4
970000049,1981,,Is there objection to the immediate consideration of the resolution?,is there objection to the immediate consideration of the resolution,1980s,97,,S,Unknown,10
970000050,1981,97104811,Mr. President. I send to the desk a resolution in respect to the election of a Sergeant at Arms of the Senate of the United States and ask for its immediate consideration.,mr president i send to the desk a resolution in respect to the election of a sergeant at arms of the senate of the united states and ask for its immediate consideration,1980s,97,R,S,Unknown,32
970000051,1981,,The clerk will report.,the clerk will report,1980s,97,,S,Unknown,4
970000052,1981,,Is there objection tothe immediate consideration of the resolution? .,is there objection tothe immediate consideration of the resolution,1980s,97,,S,Unknown,9
970000053,1981,97104811,Mr. President. I send to the desk a resolution in respect to the election of the Secretary to the Majority of the Senate and ask for iAs immediate consideration.,mr president i send to the desk a resolution in respect to the election of the secretary to the majority of the senate and ask for ias immediate consideration,1980s,97,R,S,Unknown,29
970000054,1981,,The clerk will report.,the clerk will report,1980s,97,,S,Unknown,4
970000055,1981,,To there objection to the immediate consideration of the resolution?,to there objection to the immediate consideration of the resolution,1980s,97,,S,Unknown,10
970000056,1981,97104811,Mr. President. I send to the desk a resolution in respect to notifying the President of the United States with respect to the election of the Secretary of the Senate and ask for its iomnediate consideration.,mr president i send to the desk a resolution in respect to notifying the president of the united states with respect to the election of the secretary of the senate and ask for its iomnediate consideration,1980s,97,R,S,Unknown,36
970000057,1981,,The clerk will report.,the clerk will report,1980s,97,,S,Unknown,4
970000059,1981,,Is the objection to the preent consideratiun of the resolution?,is the objection to the preent consideratiun of the resolution,1980s,97,,S,Unknown,10
970000062,1981,97114621,Mr. President. I send a resolution to the desk and ask for its immediate consideration.,mr president i send a resolution to the desk and ask for its immediate consideration,1980s,97,D,S,Unknown,15
970000063,1981,,The clerk will report.,the clerk will report,1980s,97,,S,Unknown,4
970000064,1981,,Without objection. the resolution is agreed to.,the resolution is agreed to,1980s,97,,S,Unknown,5
970000065,1981,,The Senator from California.,the senator from california,1980s,97,,S,Unknown,4
970000066,1981,97107681,Mr. President. I send a resolution to the desk and ask for its immediate consideration.,mr president i send a resolution to the desk and ask for its immediate consideration,1980s,97,D,S,Unknown,15
970000067,1981,,The clerk will report.,the clerk will report,1980s,97,,S,Unknown,4
970000068,1981,,Without objection. the resolution is agreed to.,the resolution is agreed to,1980s,97,,S,Unknown,5
970000069,1981,,The Senator from Tennessee.,the senator from tennessee,1980s,97,,S,Unknown,4
970000070,1981,97104811,Mr. Pr:sident. I send to the desk a resolution. (in behalf of myself and Mr. ROBERT C. BYRD. in respect to the rules of the Senate dealing with the membership of committees and ask for its immediate consideration.,mr pr sident i send to the desk a resolution in behalf of myself and mr robert c byrd in respect to the rules of the senate dealing with the membership of committees and ask for its immediate consideration,1980s,97,R,S,Unknown,39
970000071,1981,,The clerk will report.,the clerk will report,1980s,97,,S,Unknown,4
970000073,1981,97104811,Mr. President. I send a resolution to the desk in respect to the size of committees and the allocation of members. and ask for its immediate consideration.,mr president i send a resolution to the desk in respect to the size of committees and the allocation of members and ask for its immediate consideration,1980s,97,R,S,Unknown,27
970000074,1981,,The clerk will report.,the clerk will report,1980s,97,,S,Unknown,4
970000075,1981,,Without objection. the resolution is agreed to. The resolution (S. Res. 13) is as fdllows:,the resolution is agreed to the resolution s res 13 is as fdllows,1980s,97,,S,Unknown,12
970000076,1981,97104811,Mr. President. I send to the desk a resolution making majority party appointments to the committees of the Senate and ask for its immediate consideration.,mr president i send to the desk a resolution making majority party appointments to the committees of the senate and ask for its immediate consideration,1980s,97,R,S,Unknown,25
970000077,1981,,The clerk will report.,the clerk will report,1980s,97,,S,Unknown,4
970000079,1981,97114621,Mr. President. I send to the desk a resolution making minority party appointments to the Senate committees. and I ask unanimous consent that the Senate proceed to its immediate consideration.,mr president i send to the desk a resolution making minority party appointments to the senate committees and i ask unanimous consent that the senate proceed to its immediate consideration,1980s,97,D,S,Unknown,30
970000080,1981,,Without objection. the clerk will report.,the clerk will report,1980s,97,,S,Unknown,4
1050000002,1997,,The majority leader.,the majority leader,1990s,105,,S,Unknown,3
1050000006,1997,,The Democratic leader is recognized.,the democratic leader is recognized,1990s,105,,S,Unknown,5
1050000008,1997,105115011,Mr. President. I think we are ready to proceed.,mr president i think we are ready to proceed,1990s,105,R,S,Unknown,9
1050000009,1997,,If the 33 Senators to be sworn will now present themselves at the desk in groups of four as their names are called in alphabetical order. the Chair will administer their oaths of office. The clerk will read the names of the first group.,if the 33 senators to be sworn will now present themselves at the desk in groups of four as their names are called in alphabetical order the chair will administer their oaths of office the names of the first group,1990s,105,,S,Unknown,39
1050000010,1997,,Congratulations.,congratulations,1990s,105,,S,Unknown,1
1050000011,1997,,The Senate will be in order. The clerk will read the names of the next group.,the senate will be in order the names of the next group,1990s,105,,S,Unknown,12
1050000012,1997,,Congratulations.,congratulations,1990s,105,,S,Unknown,1
1050000013,1997,,The Senate will be in order. The clerk will read the names of the next group.,the senate will be in order the names of the next group,1990s,105,,S,Unknown,12
1050000014,1997,,Congratulations.,congratulations,1990s,105,,S,Unknown,1
1050000015,1997,,The clerk will read the names of the next -group.,the names of the next -group,1990s,105,,S,Unknown,6
1050000016,1997,,Congratulations.,congratulations,1990s,105,,S,Unknown,1
1050000017,1997,,The clerk will read the names of the next group.,the names of the next group,1990s,105,,S,Unknown,6
1050000018,1997,105112301,and Mr. Johnston. respectively. advanced to the desk of the Vice President. the oath prescribed by law was administered to them by the Vice President. and they severally subscribed to the oath in the official oath book.,and mr johnston respectively advanced to the desk of the vice president the oath prescribed by law was administered to them by the vice president and they severally subscribed to the oath in the official oath book,1990s,105,D,S,Unknown,37
1050000019,1997,,Congratulations.,congratulations,1990s,105,,S,Unknown,1
1050000020,1997,,The clerk will read the names of the next group.,the names of the next group,1990s,105,,S,Unknown,6
1050000021,1997,,Congratulations.,congratulations,1990s,105,,S,Unknown,1
1050000022,1997,,The clerk will read the names of the next group.,the names of the next group,1990s,105,,S,Unknown,6
1050000023,1997,,Congratulations.,congratulations,1990s,105,,S,Unknown,1
1050000024,1997,,The clerk will read the names of the next group.,the names of the next group,1990s,105,,S,Unknown,6
1050000025,1997,,Congratulations.,congratulations,1990s,105,,S,Unknown,1
1050000026,1997,,The clerk will read the names of the next group.,the names of the next group,1990s,105,,S,Unknown,6
1050000027,1997,,Congratulations.,congratulations,1990s,105,,S,Unknown,1
1050000028,1997,,The majority leader is recognized.,the majority leader is recognized,1990s,105,,S,Unknown,5
1050000029,1997,105115011,Mr. President. I suggest the absence of a quorum.,mr president i suggest the absence of a quorum,1990s,105,R,S,Unknown,9
1050000030,1997,,The clerk will call the roll.,the clerk will call the roll,1990s,105,,S,Unknown,6
1050000031,1997,105115011,Mr. President. I send a resolution to the desk notifying the House that a quorum is present. ask that it be reported by title. agreed to. and the motion to reconsider be laid upon the table.,mr president i send a resolution to the desk notifying the house that a quorum is present ask that it be reported by title agreed to and the motion to reconsider be laid upon the table,1990s,105,R,S,Unknown,36
1050000032,1997,,Without objection. it is so ordered.,it is so ordered,1990s,105,,S,Unknown,4
1050000034,1997,,Is there objection to the immediate consideration of the resolution?,is there objection to the immediate consideration of the resolution,1990s,105,,S,Unknown,10
1050000035,1997,105115011,Mr. President. I send a resolution to the desk creating a committee consisting of two Senators to notify the President that a quorum of each House is assembled. ask that it be reported by title. agreed to. and the motion to reconsider be .laid upon the table.,mr president i send a resolution to the desk creating a committee consisting of two senators to notify the president that a quorum of each house is assembled ask that it be reported by title agreed to and the motion to reconsider be laid upon the table,1990s,105,R,S,Unknown,47
1050000036,1997,,Is there objection to the present consideration of the resolution?,is there objection to the present consideration of the resolution,1990s,105,,S,Unknown,10
1050000038,1997,,The clerk will call the roll.,the clerk will call the roll,1990s,105,,S,Unknown,6
1050000039,1997,,proceeded- to call the roll.,proceeded- to call the roll,1990s,105,,S,Unknown,5
1050000040,1997,105115011,Mr. President. I ask unanimous consent that the order for the quorum call be rescinded.,mr president i ask unanimous consent that the order for the quorum call be rescinded,1990s,105,R,S,Unknown,15
1050000041,1997,,Without objection. it is so ordered.,it is so ordered,1990s,105,,S,Unknown,4
1050000043,1997,105115011,Mr. President. I send a resolution to the desk fixing the daily meeting of the Senate at 12 noon.,mr president i send a resolution to the desk fixing the daily meeting of the senate at 12 noon,1990s,105,R,S,Unknown,18
1050000044,1997,,The clerk will report.,the clerk will report,1990s,105,,S,Unknown,4
1050000045,1997,,Is there objection to the immediate consideration of the resolution?,is there objection to the immediate consideration of the resolution,1990s,105,,S,Unknown,10
1050000046,1997,105115011,Mr. President. I ask unanimous consent that the resolution be agreed to and the motion to reconsider be laid upon the table.,mr president i ask unanimous consent that the resolution be agreed to and the motion to reconsider be laid upon the table,1990s,105,R,S,Unknown,22
1050000047,1997,,Without objection. it is so ordered. The resolution (S. Res. 3) was agreed to. The resolution is as follows: S. REs. 3 Resolved. That the hour of daily meeting of the Senate be 12 oclock meridian unless otherwise ordered.,it is so ordered the resolution s res 3 was agreed to the resolution is as follows s res 3 resolved that the hour of daily meeting of the senate be 12 oclock meridian unless otherwise ordered,1990s,105,,S,Unknown,34
1050000048,1997,105115011,Mr. President. I send a concurrent resolution to the desk providing for the counting of electoral votes on January 9 at 1 p.m.,mr president i send a concurrent resolution to the desk providing for the counting of electoral votes on january 9 at 1 p m,1990s,105,R,S,Unknown,22
1050000049,1997,,The clerk will report.,the clerk will report,1990s,105,,S,Unknown,4
1050000050,1997,,Is there objection to the immediate consideration of the concurrent resolution?,is there objection to the immediate consideration of the concurrent resolution,1990s,105,,S,Unknown,11
1050000051,1997,105115011,Mr. President. I ask unanimous consent that the concurrent resolution be agreed to and the motion to reconsider be laid upon the table.,mr president i ask unanimous consent that the concurrent resolution be agreed to and the motion to reconsider be laid upon the table,1990s,105,R,S,Unknown,23
1050000052,1997,,Without objection. the concurrent resolution is agreed to. The concurrent resolution (S. Con. Res. 1) was agreed to. as follows:,the concurrent resolution is agreed to the concurrent resolution s con res 1 was agreed to as follows,1990s,105,,S,Unknown,17
1050000053,1997,105115011,Mr. President. it is now with great pleasure and truly indeed an honor that I send a resolution to the desk electing Senator STROM THURMOND as the President pro tempore of the Senate.,mr president it is now with great pleasure and truly indeed an honor that i send a resolution to the desk electing senator strom thurmond as the president pro tempore of the senate,1990s,105,R,S,Unknown,33
1050000054,1997,,The clerk will report.,the clerk will report,1990s,105,,S,Unknown,4
1050000055,1997,,Is there objection to the immediate consideration of the resolution?,is there objection to the immediate consideration of the resolution,1990s,105,,S,Unknown,10
1050000056,1997,105115011,Mr. President. I ask unanimous consent that the resolution be agreed to and the motion to reconsider be laid upon the table.,mr president i ask unanimous consent that the resolution be agreed to and the motion to reconsider be laid upon the table,1990s,105,R,S,Unknown,22
1050000057,1997,,Without objection. it is so ordered. The resolution (S. Res. 4) was agreed to. The resolution is as follows:,it is so ordered the resolution s res 4 was agreed to the resolution is as follows,1990s,105,,S,Unknown,16
1050000059,1997,,The distinguished Democratic leader.,the distinguished democratic leader,1990s,105,,S,Unknown,4
1050000061,1997,,Thank you. very much.,thank you very much,1990s,105,,S,Unknown,4
1050000062,1997,,The able majority leader.,the able majority leader,1990s,105,,S,Unknown,4
1050000064,1997,,Thank you for your kind words.,thank you for your kind words,1990s,105,,S,Unknown,6
1050000065,1997,105115011,Mr. President. I would be delighted to yield to the distinguished Senator from West Virginia.,mr president i would be delighted to yield to the distinguished senator from west virginia,1990s,105,R,S,Unknown,15
1050000068,1997,105115011,Mr. President. I send a resolution to the desk notifying the President of the election of Senator THURMOND. and ask that the resolution be reported by title. agreed to. and that motion to reconsider be laid upon the table.,mr president i send a resolution to the desk notifying the president of the election of senator thurmond and ask that the resolution be reported by title agreed to and that motion to reconsider be laid upon the table,1990s,105,R,S,Unknown,39
1050000069,1997,,The clerk will report.,the clerk will report,1990s,105,,S,Unknown,4
1050000070,1997,,Without objection. it is so ordered. The resolution (S. Res. 5) was agreed to. as. follows: S. REs. 5 Resolved. That the President of the United States be notified of the election of STROM THURMOND. a Senator from the State of South Carolina. as President pro tempore.,it is so ordered the resolution s res 5 was agreed to as follows s res 5 resolved that the president of the united states be notified of the election of strom thurmond a senator from the state of south carolina as president pro tempore,1990s,105,,S,Unknown,43
1050000071,1997,105115011,Mr. President. I send a resolution to the desk notifying the House of the election of Senator THURMOND. -and ask that the resolution be reported by title. agreed to. and that the motion to reconsider be laid upon the table.,mr president i send a resolution to the desk notifying the house of the election of senator thurmond -and ask that the resolution be reported by title agreed to and that the motion to reconsider be laid upon the table,1990s,105,R,S,Unknown,40
1050000072,1997,,The clerk will report.,the clerk will report,1990s,105,,S,Unknown,4
1050000073,1997,,Without objection. it is so ordered. The resolution (S. Res. 6) was agreed to. as follows: S: REs. 6 Resolved. That the House of Representatives be notified of the election of STROM THURMOND. a Senator from the State of South Carolina. as President pro tempore.,it is so ordered the resolution s res 6 was agreed to as follows s res 6 resolved that the house of representatives be notified of the election of strom thurmond a senator from the state of south carolina as president pro tempore,1990s,105,,S,Unknown,41
1050000074,1997,105115011,Mr. President. I send a concurrent resolution to the desk extending the life of the Joint Inaugural Committee. and ask that the resolution be reported by title. agreed to. and that the motion to reconsider be laid upon the table.,mr president i send a concurrent resolution to the desk extending the life of the joint inaugural committee and ask that the resolution be reported by title agreed to and that the motion to reconsider be laid upon the table,1990s,105,R,S,Unknown,40
1050000075,1997,,The clerk will report.,the clerk will report,1990s,105,,S,Unknown,4
1050000076,1997,,Without objection. it is so ordered. The concurrent resolution (S. Con. Res. 2) was agreed to. as follows:,it is so ordered the concurrent resolution s con res 2 was agreed to as follows,1990s,105,,S,Unknown,15
1050000078,1997,,Without objection. it is so ordered.,it is so ordered,1990s,105,,S,Unknown,4
1050000079,1997,105112401,Mr. President. I yield to the distinguished Senator from West Virginia for some comments in regard to this particular resolution prior to the time we go to the next one.,mr president to the distinguished senator from west virginia for some comments in regard to this particular resolution prior to the time we go to the next one,1990s,105,D,S,Unknown,28
1050000080,1997,105114621,Mr. President. have the unanimous consent requests been agreed to. en bloc?,mr president have the unanimous consent requests been agreed to en bloc,1990s,105,D,S,Unknown,12
1140000001,2015,,The Representativeselect and their guests will please remain standing and join in the Pledge of Allegiance.,the representativeselect and their guests will please remain standing and join in the pledge of allegiance,2010s,114,,,Unknown,16
1140000003,2015,,Four hundred and one Represent ativeselect have recorded their presence. A quorum is present.,four hundred and one represent ativeselect have recorded their presence a quorum is present,2010s,114,,H,Unknown,14
1140000005,2015,,The Clerk is in receipt of a letter from the Honorable MICHAEL ers. Sincerely.,the clerk is in receipt of a letter from the honorable michael ers sincerely,2010s,114,,H,Unknown,14
1140000008,2015,,The Clerk now recognizes the gentleman from California,the clerk now recognizes the gentleman from california,2010s,114,,H,Unknown,8
1140000010,2015,,The names of the Honorable JOHN A. BOEHNER. a Representativeelect from the State of Ohio. and the Honorable NANCY PELOSI. a Representativeelect from the State of California. have been placed in nomination. Are there further nominations?,the names of the honorable john a boehner a representativeelect from the state of ohio and the honorable nancy pelosi a representativeelect from the state of california have been placed in nomination are there further nominations,2010s,114,,H,Unknown,36
1140000011,2015,114121890,Madam Clerk. I present for election to the office of Speaker of the House of Representatives for the 114th Congress the name of the Honorable TED YOHO. a great defender of the Constitution and Representativeelect from the great State of Florida.,madam clerk i present for election to the office of speaker of the house of representatives for the 114th congress the name of the honorable ted yoho a great defender of the constitution and representativeelect from the great state of florida,2010s,114,R,H,Unknown,40
1140000012,2015,,Are there further nominations?,are there further nominations,2010s,114,,H,Unknown,4
1140000014,2015,,Are there further nominations?,are there further nominations,2010s,114,,H,Unknown,4
1140000020,2015,114119030,Congratulations. Mr. Speaker.,congratulations,2010s,114,D,H,Unknown,1
1140000022,2015,,Congratulations. You are now Members of the 114th Congress.,congratulations you are now members of the 114th congress,2010s,114,,H,Unknown,8
1140000023,2015,,Mr. Speaker. as chair of the Republican Conference. I am directed by that conference to notify the House officially that the Republican Members have selected as majority leader the gentleman from California. the Honorable,as chair of the republican conference i am directed by that conference to notify the house officially that the republican members have selected as majority leader the gentleman from california the honorable,2010s,114,,H,Unknown,32
1140000024,2015,114118560,Mr. Speaker. as chairman of the Democratic Caucus. I have been directed to report to the House that the Democratic Members have selected as minority leader the gentlewoman from California. the Honorable NANCY PELOSI.,as chairman of the democratic caucus i have been directed to report to the house that the democratic members have selected as minority leader the gentlewoman from california the honorable nancy pelosi,2010s,114,D,H,Unknown,32
1140000025,2015,,Mr. Speaker. as chair of the Republican Conference. I am directed by that conference to notify the House officially that the Republican Members have selected as majority whip the gentleman from Louisiana. the Honorable STEVE SCALISE.,as chair of the republican conference i am directed by that conference to notify the house officially that the republican members have selected as majority whip the gentleman from louisiana the honorable steve scalise,2010s,114,,H,Unknown,34
1140000026,2015,114118560,Mr. Speaker. as chairman of the Democratic Caucus. I have been directed to report to the House that the Democratic Members have selected as minority whip the gentleman from Maryland. the Honorable STENY HOYER. and as assistant Democratic leader. the gentleman from South Carolina. the Honorable JAMES CLYBURN.,as chairman of the democratic caucus i have been directed to report to the house that the democratic members have selected as minority whip the gentleman from maryland the honorable steny hoyer and as assistant democratic leader the gentleman from south carolina the honorable james clyburn,2010s,114,D,H,Unknown,46
1140000027,2015,,Mr. Speaker. I offer a privileged resolution and ask for its immediate consideration.,i offer a privileged resolution and ask for its immediate consideration,2010s,114,,H,Unknown,11
1140000028,2015,,Mr. Speaker. I yield to the gentleman from California for the purpose of offering an amendment.,to the gentleman from california for the purpose of offering an amendment,2010s,114,,H,Unknown,12
1140000029,2015,114118560,Mr. Speaker. I have an amendment to the resolution. but before offering the amendment. I request that there be a division of the question on the resolution so that we may have a separate vote on the Chaplain.,i have an amendment to the resolution but before offering the amendment i request that there be a division of the question on the resolution so that we may have a separate vote on the chaplain,2010s,114,D,H,Unknown,36
1140000030,2015,,The question will be divided. The question is on agreeing to that portion of the resolution providing for the election of the Chaplain. That portion of the resolution was agreed to. A motion to reconsider was laid on the table.,the question will be divided the question is on agreeing to that portion of the resolution providing for the election of the chaplain that portion of the resolution was agreed to a motion to reconsider was laid on the table,2010s,114,,H,Unknown,40
1140000031,2015,114118560,Mr. Speaker. I offer an amendment to the remainder of the resolution.,i offer an amendment to the remainder of the resolution,2010s,114,D,H,Unknown,10
1140000032,2015,,The Clerk will report the amendment.,the clerk will report the amendment,2010s,114,,H,Unknown,6
1140000033,2015,,The question is on the amendment offered by the gentleman from California.,the question is on the amendment offered by the gentleman from california,2010s,114,,H,Unknown,12
1140000034,2015,,The question is on the remainder of the resolution offered by the gentlewoman from Washington. The remainder of the resolution was agreed to. A motion to reconsider was laid on the table.,the question is on the remainder of the resolution offered by the gentlewoman from washington the remainder of the resolution was agreed to a motion to reconsider was laid on the table,2010s,114,,H,Unknown,32
1140000036,2015,,Congratulations.,congratulations,2010s,114,,H,Unknown,1
1140000037,2015,114120400,Mr. Speaker. I offer a privileged resolution and ask for its immediate consideration.,i offer a privileged resolution and ask for its immediate consideration,2010s,114,R,H,Unknown,11
1140000038,2015,114120400,Mr. Speaker. I offer a privileged resolution and ask for its immediate consideration.,i offer a privileged resolution and ask for its immediate consideration,2010s,114,R,H,Unknown,11
1140000040,2015,114120220,Mr. Speaker. I offer a privileged resolution and ask for its immediate consideration.,i offer a privileged resolution and ask for its immediate consideration,2010s,114,D,H,Unknown,11
1140000041,2015,114120400,Mr. Speaker. I offer a privileged resolution and ask for its immediate consideration.,i offer a privileged resolution and ask for its immediate consideration,2010s,114,R,H,Unknown,11
1140000042,2015,114120400,Mr. Speaker. I ask unanimous consent that the resolution be considered as read and printed in the RECORD.,i ask unanimous consent that the resolution be considered as read and printed in the record,2010s,114,R,H,Unknown,16
1140000043,2015,,Is there objection to the request of the gentleman from California?,is there objection to the request of the gentleman from california,2010s,114,,H,Unknown,11
1140000044,2015,114120680,Mr. Speaker. I rise to offer a motion that is at the desk.,i rise to offer a motion that is at the desk,2010s,114,D,H,Unknown,11
1140000045,2015,,The Clerk will report the motion.,the clerk will report the motion,2010s,114,,H,Unknown,6
1140000046,2015,114120400,Mr. Speaker. I have a motion to table at the desk.,i have a motion to table at the desk,2010s,114,R,H,Unknown,9
1140000047,2015,,The Clerk will report the motion to table.,the clerk will report the motion to table,2010s,114,,H,Unknown,8
1140000048,2015,,The question is on the motion to table.,the question is on the motion to table,2010s,114,,H,Unknown,8
1140000049,2015,114120680,Mr. Speaker. on that I demand the yeas and nays.,on that i demand the yeas and nays,2010s,114,D,H,Unknown,8
1140000050,2015,114122950,"Mr. Speaker. on rollcall No. 3. I was unavoidably detained. Had I been present. I would have voted ""yes.""",on rollcall no 3 i was unavoidably detained had i been present i would have voted yes,2010s,114,R,H,Georgia,16
1140000051,2015,114123080,"Mr. Speaker. on rollcall No. 3. I was unavoidably detained. Had I been present. I would have voted ""yes.""",on rollcall no 3 i was unavoidably detained had i been present i would have voted yes,2010s,114,R,H,Unknown,16
