speech_id,embedding_path,sentence_count
1000000821,data/processed/deberta_embeddings/sentence_cls/1000000821.npy,3
1000000823,data/processed/deberta_embeddings/sentence_cls/1000000823.npy,1
1000000825,data/processed/deberta_embeddings/sentence_cls/1000000825.npy,1
1000000826,data/processed/deberta_embeddings/sentence_cls/1000000826.npy,1
1000000827,data/processed/deberta_embeddings/sentence_cls/1000000827.npy,3
1000000828,data/processed/deberta_embeddings/sentence_cls/1000000828.npy,1
1000000831,data/processed/deberta_embeddings/sentence_cls/1000000831.npy,1
1000000833,data/processed/deberta_embeddings/sentence_cls/1000000833.npy,3
1000000834,data/processed/deberta_embeddings/sentence_cls/1000000834.npy,2
1000000835,data/processed/deberta_embeddings/sentence_cls/1000000835.npy,3
1000000837,data/processed/deberta_embeddings/sentence_cls/1000000837.npy,1
1000000838,data/processed/deberta_embeddings/sentence_cls/1000000838.npy,3
1000000839,data/processed/deberta_embeddings/sentence_cls/1000000839.npy,2
1000000840,data/processed/deberta_embeddings/sentence_cls/1000000840.npy,1
1000000842,data/processed/deberta_embeddings/sentence_cls/1000000842.npy,1
1000000845,data/processed/deberta_embeddings/sentence_cls/1000000845.npy,1
1000000847,data/processed/deberta_embeddings/sentence_cls/1000000847.npy,1
1000000848,data/processed/deberta_embeddings/sentence_cls/1000000848.npy,6
1000000854,data/processed/deberta_embeddings/sentence_cls/1000000854.npy,2
1000000855,data/processed/deberta_embeddings/sentence_cls/1000000855.npy,1
1000000859,data/processed/deberta_embeddings/sentence_cls/1000000859.npy,1
1000000861,data/processed/deberta_embeddings/sentence_cls/1000000861.npy,1
1000000862,data/processed/deberta_embeddings/sentence_cls/1000000862.npy,1
1000000863,data/processed/deberta_embeddings/sentence_cls/1000000863.npy,4
1000000868,data/processed/deberta_embeddings/sentence_cls/1000000868.npy,1
1000000869,data/processed/deberta_embeddings/sentence_cls/1000000869.npy,1
1000000872,data/processed/deberta_embeddings/sentence_cls/1000000872.npy,1
1000000876,data/processed/deberta_embeddings/sentence_cls/1000000876.npy,1
1000000877,data/processed/deberta_embeddings/sentence_cls/1000000877.npy,1
1000000879,data/processed/deberta_embeddings/sentence_cls/1000000879.npy,1
1000000882,data/processed/deberta_embeddings/sentence_cls/1000000882.npy,1
1000000886,data/processed/deberta_embeddings/sentence_cls/1000000886.npy,1
1000000888,data/processed/deberta_embeddings/sentence_cls/1000000888.npy,1
1000000889,data/processed/deberta_embeddings/sentence_cls/1000000889.npy,1
1000000891,data/processed/deberta_embeddings/sentence_cls/1000000891.npy,1
1000000894,data/processed/deberta_embeddings/sentence_cls/1000000894.npy,1
1000000900,data/processed/deberta_embeddings/sentence_cls/1000000900.npy,1
1000000901,data/processed/deberta_embeddings/sentence_cls/1000000901.npy,2
1000000904,data/processed/deberta_embeddings/sentence_cls/1000000904.npy,2
1000000905,data/processed/deberta_embeddings/sentence_cls/1000000905.npy,1
1000000910,data/processed/deberta_embeddings/sentence_cls/1000000910.npy,1
1000000911,data/processed/deberta_embeddings/sentence_cls/1000000911.npy,1
1000000912,data/processed/deberta_embeddings/sentence_cls/1000000912.npy,1
1000000916,data/processed/deberta_embeddings/sentence_cls/1000000916.npy,1
1000000919,data/processed/deberta_embeddings/sentence_cls/1000000919.npy,1
1000000920,data/processed/deberta_embeddings/sentence_cls/1000000920.npy,1
1000000921,data/processed/deberta_embeddings/sentence_cls/1000000921.npy,1
1000000922,data/processed/deberta_embeddings/sentence_cls/1000000922.npy,1
1000000924,data/processed/deberta_embeddings/sentence_cls/1000000924.npy,1
1000000925,data/processed/deberta_embeddings/sentence_cls/1000000925.npy,2
1000000926,data/processed/deberta_embeddings/sentence_cls/1000000926.npy,1
1000000927,data/processed/deberta_embeddings/sentence_cls/1000000927.npy,1
1000000929,data/processed/deberta_embeddings/sentence_cls/1000000929.npy,1
1000000930,data/processed/deberta_embeddings/sentence_cls/1000000930.npy,3
1000000932,data/processed/deberta_embeddings/sentence_cls/1000000932.npy,1
1000000933,data/processed/deberta_embeddings/sentence_cls/1000000933.npy,1
1000000934,data/processed/deberta_embeddings/sentence_cls/1000000934.npy,2
1000000937,data/processed/deberta_embeddings/sentence_cls/1000000937.npy,1
1000000943,data/processed/deberta_embeddings/sentence_cls/1000000943.npy,3
1000000946,data/processed/deberta_embeddings/sentence_cls/1000000946.npy,1
1000000947,data/processed/deberta_embeddings/sentence_cls/1000000947.npy,1
1000000949,data/processed/deberta_embeddings/sentence_cls/1000000949.npy,2
1000000951,data/processed/deberta_embeddings/sentence_cls/1000000951.npy,3
1000000954,data/processed/deberta_embeddings/sentence_cls/1000000954.npy,1
1000000955,data/processed/deberta_embeddings/sentence_cls/1000000955.npy,1
1000000956,data/processed/deberta_embeddings/sentence_cls/1000000956.npy,2
1000000957,data/processed/deberta_embeddings/sentence_cls/1000000957.npy,4
1000000958,data/processed/deberta_embeddings/sentence_cls/1000000958.npy,1
1000000959,data/processed/deberta_embeddings/sentence_cls/1000000959.npy,1
1000000961,data/processed/deberta_embeddings/sentence_cls/1000000961.npy,1
1000000962,data/processed/deberta_embeddings/sentence_cls/1000000962.npy,2
1000000963,data/processed/deberta_embeddings/sentence_cls/1000000963.npy,1
1000000965,data/processed/deberta_embeddings/sentence_cls/1000000965.npy,1
1000000966,data/processed/deberta_embeddings/sentence_cls/1000000966.npy,3
1000000967,data/processed/deberta_embeddings/sentence_cls/1000000967.npy,1
1000000970,data/processed/deberta_embeddings/sentence_cls/1000000970.npy,2
1000000974,data/processed/deberta_embeddings/sentence_cls/1000000974.npy,1
1000000975,data/processed/deberta_embeddings/sentence_cls/1000000975.npy,2
1000000977,data/processed/deberta_embeddings/sentence_cls/1000000977.npy,1
1000000978,data/processed/deberta_embeddings/sentence_cls/1000000978.npy,1
1000000979,data/processed/deberta_embeddings/sentence_cls/1000000979.npy,1
1000000981,data/processed/deberta_embeddings/sentence_cls/1000000981.npy,1
1000000986,data/processed/deberta_embeddings/sentence_cls/1000000986.npy,4
1000000987,data/processed/deberta_embeddings/sentence_cls/1000000987.npy,1
1000000992,data/processed/deberta_embeddings/sentence_cls/1000000992.npy,2
1000000994,data/processed/deberta_embeddings/sentence_cls/1000000994.npy,1
1000000995,data/processed/deberta_embeddings/sentence_cls/1000000995.npy,2
1000000996,data/processed/deberta_embeddings/sentence_cls/1000000996.npy,1
1000000998,data/processed/deberta_embeddings/sentence_cls/1000000998.npy,3
1000001001,data/processed/deberta_embeddings/sentence_cls/1000001001.npy,1
1000001004,data/processed/deberta_embeddings/sentence_cls/1000001004.npy,3
1000001005,data/processed/deberta_embeddings/sentence_cls/1000001005.npy,1
1000001006,data/processed/deberta_embeddings/sentence_cls/1000001006.npy,1
1000001009,data/processed/deberta_embeddings/sentence_cls/1000001009.npy,2
1000001010,data/processed/deberta_embeddings/sentence_cls/1000001010.npy,1
1000001011,data/processed/deberta_embeddings/sentence_cls/1000001011.npy,2
1000001014,data/processed/deberta_embeddings/sentence_cls/1000001014.npy,1
1000001019,data/processed/deberta_embeddings/sentence_cls/1000001019.npy,2
1000001021,data/processed/deberta_embeddings/sentence_cls/1000001021.npy,1
1000001024,data/processed/deberta_embeddings/sentence_cls/1000001024.npy,2
1000001025,data/processed/deberta_embeddings/sentence_cls/1000001025.npy,2
1000001026,data/processed/deberta_embeddings/sentence_cls/1000001026.npy,1
1000001036,data/processed/deberta_embeddings/sentence_cls/1000001036.npy,1
1000001038,data/processed/deberta_embeddings/sentence_cls/1000001038.npy,2
1000001040,data/processed/deberta_embeddings/sentence_cls/1000001040.npy,1
1000001042,data/processed/deberta_embeddings/sentence_cls/1000001042.npy,2
1000001043,data/processed/deberta_embeddings/sentence_cls/1000001043.npy,1
1000001044,data/processed/deberta_embeddings/sentence_cls/1000001044.npy,1
1000001047,data/processed/deberta_embeddings/sentence_cls/1000001047.npy,1
1000001048,data/processed/deberta_embeddings/sentence_cls/1000001048.npy,1
1000001051,data/processed/deberta_embeddings/sentence_cls/1000001051.npy,2
1000001052,data/processed/deberta_embeddings/sentence_cls/1000001052.npy,1
1000001053,data/processed/deberta_embeddings/sentence_cls/1000001053.npy,1
1000001059,data/processed/deberta_embeddings/sentence_cls/1000001059.npy,1
1000001066,data/processed/deberta_embeddings/sentence_cls/1000001066.npy,1
1000001068,data/processed/deberta_embeddings/sentence_cls/1000001068.npy,1
1000001069,data/processed/deberta_embeddings/sentence_cls/1000001069.npy,1
1000001071,data/processed/deberta_embeddings/sentence_cls/1000001071.npy,1
1000001073,data/processed/deberta_embeddings/sentence_cls/1000001073.npy,2
1000001075,data/processed/deberta_embeddings/sentence_cls/1000001075.npy,1
1000001076,data/processed/deberta_embeddings/sentence_cls/1000001076.npy,1
1000001077,data/processed/deberta_embeddings/sentence_cls/1000001077.npy,2
1000001078,data/processed/deberta_embeddings/sentence_cls/1000001078.npy,2
1000001080,data/processed/deberta_embeddings/sentence_cls/1000001080.npy,1
1000001091,data/processed/deberta_embeddings/sentence_cls/1000001091.npy,1
1000001094,data/processed/deberta_embeddings/sentence_cls/1000001094.npy,1
1000001100,data/processed/deberta_embeddings/sentence_cls/1000001100.npy,2
1000001104,data/processed/deberta_embeddings/sentence_cls/1000001104.npy,1
1000001115,data/processed/deberta_embeddings/sentence_cls/1000001115.npy,2
1000001125,data/processed/deberta_embeddings/sentence_cls/1000001125.npy,1
1000001128,data/processed/deberta_embeddings/sentence_cls/1000001128.npy,1
1000001129,data/processed/deberta_embeddings/sentence_cls/1000001129.npy,1
1000001146,data/processed/deberta_embeddings/sentence_cls/1000001146.npy,1
1000001156,data/processed/deberta_embeddings/sentence_cls/1000001156.npy,2
1000001158,data/processed/deberta_embeddings/sentence_cls/1000001158.npy,3
1000001162,data/processed/deberta_embeddings/sentence_cls/1000001162.npy,5
1000001163,data/processed/deberta_embeddings/sentence_cls/1000001163.npy,3
1000001164,data/processed/deberta_embeddings/sentence_cls/1000001164.npy,1
1000001167,data/processed/deberta_embeddings/sentence_cls/1000001167.npy,1
1000001169,data/processed/deberta_embeddings/sentence_cls/1000001169.npy,1
1000001171,data/processed/deberta_embeddings/sentence_cls/1000001171.npy,4
1000001185,data/processed/deberta_embeddings/sentence_cls/1000001185.npy,1
1000001187,data/processed/deberta_embeddings/sentence_cls/1000001187.npy,1
1000001210,data/processed/deberta_embeddings/sentence_cls/1000001210.npy,3
1000001211,data/processed/deberta_embeddings/sentence_cls/1000001211.npy,1
1000001223,data/processed/deberta_embeddings/sentence_cls/1000001223.npy,1
1000001225,data/processed/deberta_embeddings/sentence_cls/1000001225.npy,1
1000001230,data/processed/deberta_embeddings/sentence_cls/1000001230.npy,1
1000001232,data/processed/deberta_embeddings/sentence_cls/1000001232.npy,1
1000001234,data/processed/deberta_embeddings/sentence_cls/1000001234.npy,2
1000001241,data/processed/deberta_embeddings/sentence_cls/1000001241.npy,1
1000001242,data/processed/deberta_embeddings/sentence_cls/1000001242.npy,1
1000001243,data/processed/deberta_embeddings/sentence_cls/1000001243.npy,2
1000001245,data/processed/deberta_embeddings/sentence_cls/1000001245.npy,1
1000001249,data/processed/deberta_embeddings/sentence_cls/1000001249.npy,8
1000001253,data/processed/deberta_embeddings/sentence_cls/1000001253.npy,1
1000001256,data/processed/deberta_embeddings/sentence_cls/1000001256.npy,1
1000001258,data/processed/deberta_embeddings/sentence_cls/1000001258.npy,1
1000001260,data/processed/deberta_embeddings/sentence_cls/1000001260.npy,2
1000001263,data/processed/deberta_embeddings/sentence_cls/1000001263.npy,1
1000001264,data/processed/deberta_embeddings/sentence_cls/1000001264.npy,1
1000001266,data/processed/deberta_embeddings/sentence_cls/1000001266.npy,1
1000001267,data/processed/deberta_embeddings/sentence_cls/1000001267.npy,1
1000001268,data/processed/deberta_embeddings/sentence_cls/1000001268.npy,2
1000001270,data/processed/deberta_embeddings/sentence_cls/1000001270.npy,1
1000001273,data/processed/deberta_embeddings/sentence_cls/1000001273.npy,1
1000001274,data/processed/deberta_embeddings/sentence_cls/1000001274.npy,3
1000001276,data/processed/deberta_embeddings/sentence_cls/1000001276.npy,2
1000001278,data/processed/deberta_embeddings/sentence_cls/1000001278.npy,1
1000001279,data/processed/deberta_embeddings/sentence_cls/1000001279.npy,2
1000001281,data/processed/deberta_embeddings/sentence_cls/1000001281.npy,1
1000001282,data/processed/deberta_embeddings/sentence_cls/1000001282.npy,1
1000001286,data/processed/deberta_embeddings/sentence_cls/1000001286.npy,1
1000001287,data/processed/deberta_embeddings/sentence_cls/1000001287.npy,3
1000001288,data/processed/deberta_embeddings/sentence_cls/1000001288.npy,1
1000001289,data/processed/deberta_embeddings/sentence_cls/1000001289.npy,3
1000001290,data/processed/deberta_embeddings/sentence_cls/1000001290.npy,1
1000001293,data/processed/deberta_embeddings/sentence_cls/1000001293.npy,4
1000001296,data/processed/deberta_embeddings/sentence_cls/1000001296.npy,1
1000001297,data/processed/deberta_embeddings/sentence_cls/1000001297.npy,1
1000001299,data/processed/deberta_embeddings/sentence_cls/1000001299.npy,1
1000001300,data/processed/deberta_embeddings/sentence_cls/1000001300.npy,1
1000001301,data/processed/deberta_embeddings/sentence_cls/1000001301.npy,2
1000001303,data/processed/deberta_embeddings/sentence_cls/1000001303.npy,4
1000001306,data/processed/deberta_embeddings/sentence_cls/1000001306.npy,2
1000001311,data/processed/deberta_embeddings/sentence_cls/1000001311.npy,1
1000001312,data/processed/deberta_embeddings/sentence_cls/1000001312.npy,1
1000001316,data/processed/deberta_embeddings/sentence_cls/1000001316.npy,1
1000001319,data/processed/deberta_embeddings/sentence_cls/1000001319.npy,1
1000001320,data/processed/deberta_embeddings/sentence_cls/1000001320.npy,3
1000001322,data/processed/deberta_embeddings/sentence_cls/1000001322.npy,1
1000001323,data/processed/deberta_embeddings/sentence_cls/1000001323.npy,2
1000001326,data/processed/deberta_embeddings/sentence_cls/1000001326.npy,1
1000001327,data/processed/deberta_embeddings/sentence_cls/1000001327.npy,1
1000001330,data/processed/deberta_embeddings/sentence_cls/1000001330.npy,1
1000001332,data/processed/deberta_embeddings/sentence_cls/1000001332.npy,1
1000001333,data/processed/deberta_embeddings/sentence_cls/1000001333.npy,1
1000001334,data/processed/deberta_embeddings/sentence_cls/1000001334.npy,2
1000001336,data/processed/deberta_embeddings/sentence_cls/1000001336.npy,1
1000001337,data/processed/deberta_embeddings/sentence_cls/1000001337.npy,1
1000001339,data/processed/deberta_embeddings/sentence_cls/1000001339.npy,2
1000001340,data/processed/deberta_embeddings/sentence_cls/1000001340.npy,1
1000001341,data/processed/deberta_embeddings/sentence_cls/1000001341.npy,1
1000001343,data/processed/deberta_embeddings/sentence_cls/1000001343.npy,12
1000001345,data/processed/deberta_embeddings/sentence_cls/1000001345.npy,1
1000001348,data/processed/deberta_embeddings/sentence_cls/1000001348.npy,4
1000001349,data/processed/deberta_embeddings/sentence_cls/1000001349.npy,1
1000001351,data/processed/deberta_embeddings/sentence_cls/1000001351.npy,2
1000001354,data/processed/deberta_embeddings/sentence_cls/1000001354.npy,1
1000001355,data/processed/deberta_embeddings/sentence_cls/1000001355.npy,1
1000001356,data/processed/deberta_embeddings/sentence_cls/1000001356.npy,1
1000001358,data/processed/deberta_embeddings/sentence_cls/1000001358.npy,2
1000001359,data/processed/deberta_embeddings/sentence_cls/1000001359.npy,2
1000001361,data/processed/deberta_embeddings/sentence_cls/1000001361.npy,2
1000001362,data/processed/deberta_embeddings/sentence_cls/1000001362.npy,1
1000001363,data/processed/deberta_embeddings/sentence_cls/1000001363.npy,1
1000001365,data/processed/deberta_embeddings/sentence_cls/1000001365.npy,2
1000001371,data/processed/deberta_embeddings/sentence_cls/1000001371.npy,1
1000001372,data/processed/deberta_embeddings/sentence_cls/1000001372.npy,3
1000001375,data/processed/deberta_embeddings/sentence_cls/1000001375.npy,1
1000001380,data/processed/deberta_embeddings/sentence_cls/1000001380.npy,2
1000001385,data/processed/deberta_embeddings/sentence_cls/1000001385.npy,11
1000001386,data/processed/deberta_embeddings/sentence_cls/1000001386.npy,1
1000001387,data/processed/deberta_embeddings/sentence_cls/1000001387.npy,1
1000001388,data/processed/deberta_embeddings/sentence_cls/1000001388.npy,1
1000001390,data/processed/deberta_embeddings/sentence_cls/1000001390.npy,1
1000001392,data/processed/deberta_embeddings/sentence_cls/1000001392.npy,3
1000001404,data/processed/deberta_embeddings/sentence_cls/1000001404.npy,1
1000001406,data/processed/deberta_embeddings/sentence_cls/1000001406.npy,8
1000001415,data/processed/deberta_embeddings/sentence_cls/1000001415.npy,2
1000001419,data/processed/deberta_embeddings/sentence_cls/1000001419.npy,3
1000001425,data/processed/deberta_embeddings/sentence_cls/1000001425.npy,1
